Title,Description,Company,OfferURL,SalaryFrom,SalaryTo,Currency,Technologies,AddedAt
"Shopify Developer","We are Brand Active - Shopify & eCommerce agency existing on the market since 2016.We create and implement stores adapting them to the current trends and needs of our clients. We focus our activities on Shopify and Shopify Plus platform, we also provide integrations with systems such as PIM, ERP,CRM or POS. The MACH approach, which we practice, allows our clients to implement innovative projects with multi-level architecture. We focus on dynamic development, which is confirmed, among others, by our distinction in the Delloite Technology Fast 50 ranking (Raising Stars).Your daily tasks will include☁️ implementation of custom templates in Shopify ☁️ creation of customizations based on Liquid Shopify ☁️ cooperation in the implementation of custom applications in Shopify ☁️ implementation of projects for Polish and global brandsThe following will make you succeed in this role⭐️ more than two years of commercial experience as a Frontend Developer ⭐️ min. one year experience as a Shopify developer ⭐️ experience with JavaScript, CSS, SASS ⭐️ knowledge of Figma,REST API (basics)Git, ⭐️ experience with Liquid or other template ⭐️ knowledge of spoken and written English at B2 level⭐️ Knowledge of React/jQuery/GraphQL/Node.js/MySql/TypeScript (nice to have)⭐️ Experience in application configuration with Shopify app store (nice to have) We are an equal opportunity employer. We strive to create an inclusive environment where everyone can thrive regardless of their background and circumstances. All applicants receive equal opportunity regardless of age, gender identity or expression, language, disability, ethnicity, national origin, religion, or sexual orientation.We will go through your application and come back with feedback.","Cloudflight","https://justjoin.it/job-offer/cloudflight-shopify-developer-wroclaw-html",10080,14280,PLN,"TypeScript;Figma;SASS;MySQL;Shopify;CSS;JavaScript;REST API","New"
"React Developer","The best ReactJs talents should be part of the best industry initiatives!Gdansk/Warsaw-based opportunity with hybrid work model (1 days in the office/week)As a Front-End Developer (ReactJS), you will be working for our client, an industry leader in corporate banking technology. You will contribute to the design and development of a cutting-edge loan collateral management system, which will be part of the first fully online bank in Poland. This initiative is setting trends in mobile and online banking while strengthening one of the most recognized financial brands in the market. Join a dynamic team dedicated to delivering innovative solutions and shaping the future of digital banking.Your main responsibilities:
Collaborate with designers to create innovative user interfaces and data visualizations
Develop and maintain scalable applications with clean, efficient code
Integrate applications into various platforms and environments
Build responsive designs for web, mobile, and tablet applications
Write and maintain tests to ensure code quality and reliability
Ensure cross-browser compatibility and performance optimization
Code with ReactJS, HTML5, JavaScript, CSS3, and related front-end technologies
Work collaboratively with developers to deliver seamless solutions
Research and implement new technologies to enhance user experiences
Contribute to creating secure and high-performance web platforms
You're ideal for this role if you have:
4+ years of software engineering experience with a focus on front-end development
Strong expertise in ReactJS, React Native, and Redux
Proficiency in JavaScript, including ES6 standards
Knowledge of responsive design principles and solutions
Experience with GIT version control
Understanding of Domain-Driven Design, Microservices Development, and Distributed Architecture
An eye for detail and a passion for delivering polished user experiences
Good command of the English language
A commitment to continuous learning and professional growth
We offer you:ITDS Business Consultants is involved in many various, innovative and professional IT projects for international companies in the financial industry in Europe. We offer an environment for professional, ambitious, and driven people. The offer includes:
Stable and long-term cooperation with very good conditions 
Enhance your skills and develop your expertise in the financial industry
Work on the most strategic projects available in the market
Define your career roadmap and develop yourself in the best and fastest possible way by delivering strategic projects for different clients of ITDS over several years
Participate in Social Events, training, and work in an international environment
Access to attractive Medical Package
Access to Multisport Program
Access to Pluralsight
Flexible hours & remote work
Internal job number #6239","ITDS","https://justjoin.it/job-offer/itds-react-developer-gdansk-javascript",18000,21000,PLN,"React;JavaScript;Git;ES6+;Redux;React Native","7d ago"
"Power Apps Developer","We are seeking an experienced and proactive Enterprise Portal Application Developer to join our team. The successful candidate will play a critical role in maintaining and enhancing our Microsoft Power Pages application, which is integral for our largest customers to access company information and analytics dashboards from PowerBI.Responsibilities
Implement and manage all changes to the Enterprise Portal application
Collaborate with the team to ensure the application meets business needs and user expectations
Maintain and improve front-end components using JavaScript, CSS, and HTML
Enhance user experience through effective use of jQuery and other front-end technologies
Integrate changes within opinionated frameworks to ensure consistency and reliability
Utilize Microsoft tools, particularly Power Pages, for application maintenance and development
Understand and apply server-side programming concepts similar to ASP.NET or Jakarta EE for backend operations
Requirements
2+ years of relevant professional experience
Proficiency in front-end development, including JavaScript, CSS, and HTML
Familiarity with integrating changes within opinionated frameworks
Proficiency with Microsoft tools, especially Power Pages. Alternatively, a strong understanding of server-side programming similar to ASP.NET or Jakarta EE
Proven ability to quickly learn and adapt to new technologies independently
B2+ English level proficiency
Nice to haveExperience with jQuery is a strong plusWe offer
We gather like-minded people:
Engineering community of industry professionals
Friendly team and enjoyable working environment
Flexible schedule and opportunity to work remotely within Poland
Chance to work abroad for up to 60 days annually
Relocation within our 50+ offices
We provide growth opportunities:
Outstanding career roadmap
Leadership development, career advising, soft skills, and well-being programs
Certification (GCP, Azure, AWS)
Unlimited access to LinkedIn Learning, Get Abstract, O’Reilly, Cloud Guru
Language classes in English and Polish for foreigners
We cover it all:
Stable income (Employment Contract or B2B)
Participation in the Employee Stock Purchase Plan
Benefits package (health insurance, multisport, shopping vouchers)
Strategically located offices featuring entertainment and relaxation zones, table tennis and football, free snacks, fantastic coffee, and more
Referral bonuses
Corporate, social and well-being events
Please, note:
The set of bonuses might vary based on the role you apply for – specifics will be discussed with our recruiter during the general interview
We will reach out to selected candidates exclusively
EPAM is a leading global provider of digital platform engineering and development services. We are committed to having a positive impact on our customers, our employees, and our communities. We embrace a dynamic and inclusive culture. Here you will collaborate with multi-national teams, contribute to a myriad of innovative projects that deliver the most creative and cutting-edge solutions, and have an opportunity to continuously learn and grow. No matter where you are located, you will join a dedicated, creative, and diverse community that will help you discover your fullest potential.","EPAM Systems","https://justjoin.it/job-offer/epam-systems-power-apps-developer-poland-remote--other",0,0,,"Front-End;JavaScript;CSS;HTML;Power Pages;jQuery","New"
"Senior Angular Developer","We are searching for a skilled and experienced Senior Angular Developer to be a driving force behind our web applications for our esteemed client.In this role, you will design and implement web applications using Angular, collaborating closely with other Senior Developers. Your code will be well-documented, efficient, and easily maintainable, ensuring top-notch functionality and quality.If you're ready to make an impact in a dynamic environment, we want to hear from you!This role offers a hybrid model, with 3 days per week working from the client's office in Krakow, Wroclaw, or Gdansk.Responsibilities
Design and implement web applications using Angular, collaborating closely with other Senior Developers
Ensure that the code is well-documented, efficient, and easily maintainable, ensuring top-notch functionality and quality
Stay up to date with the latest trends and technologies in web development
Foster flexibility and adaptability in an Agile work environment, encouraging creativity and ingenuity
Be a driving force in shaping the future of web development
Requirements
At least 4 years of proven track record in frontend development
Strong programming ability and proficiency in TypeScript and JavaScript as well as hands-on experience with Angular
Working proficiency and communication skills in verbal and written English
Fundamental knowledge of UX/UI
Agile and proactive, possessing a team-first approach to challenges
Nice to haveHands-on experience in one or more of the following programming languages: Java, Python or Kotlin would be considered as a huge advantageWe offer
We gather like-minded people:
Engineering community of industry professionals
Friendly team and enjoyable working environment
Flexible schedule and opportunity to work remotely within Poland
Chance to work abroad for up to 60 days annually
Relocation within our 50+ offices
We provide growth opportunities:
Outstanding career roadmap
Leadership development, career advising, soft skills, and well-being programs
Certification (GCP, Azure, AWS)
Unlimited access to LinkedIn Learning, Get Abstract, O’Reilly, Cloud Guru
Language classes in English and Polish for foreigners
We cover it all:
Stable income (Employment Contract or B2B)
Participation in the Employee Stock Purchase Plan
Benefits package (health insurance, multisport, shopping vouchers)
Strategically located offices featuring entertainment and relaxation zones, table tennis and football, free snacks, fantastic coffee, and more
Referral bonuses
Corporate, social and well-being events
Please, note:
The set of bonuses might vary based on the role you apply for – specifics will be discussed with our recruiter during the general interview
We will reach out to selected candidates exclusively","EPAM Systems","https://justjoin.it/job-offer/epam-systems-senior-angular-developer-krakow-javascript",0,0,,"Front-End;TypeScript;JavaScript;Angular;Agile;UX/UI;Java;Python;Kotlin","New"
"UI Developer","Strategic Staffing Solutions International customer is a leading global investment banking, securities and investment management company.We are currently looking for a skilled UI Developer for a 12 month contract to join the international team.Please note, it's a hybrid work model with 3 days working from the Warsaw's based office. Required Skills and Experience:
3-4 years of experience in commercial frontend development.
Strong knowledge of React JS (including Hooks and Context API) and standard JavaScript.
Familiarity with modern CSS techniques and tools, such as CSS-in-JS or SCSS.
Understanding of sound programming principles, including design patterns and unit testing (e.g., Jest).
Hands-on experience with frontend workflows, package managers (npm), and CI/CD tools (e.g., GitLab).
Preferred Skills:
Experience with the Ag-grid library.
Knowledge of good UX design principles.
Familiarity with Cypress for end-to-end testing.
Your responsibilities:
Work in a front-office role as part of the Systematic Trading Strategies Engineering team.
Develop user interfaces for complex trading systems that involve derivatives like FX, Commodities, Rates, and Single Stock.
Collaborate with full-stack developers to maintain and improve a low-latency system handling significant daily trade volumes.","Strategic Staffing Solutions","https://justjoin.it/job-offer/strategic-staffing-solutions-ui-developer-warszawa-javascript",25400,28800,PLN,"React;JavaScript;UX/UI;UX","New"
"Senior Fullstack Developer","Do Twoich zadań należeć będzie:
Tworzenie aplikacji w ramach platform wykorzystywanych przez NN
Rozwój aplikacji w technologii Java i Angular
Budowanie rozwiązań na podstawie rynkowych praktyk developerskich
Dbanie o jakość kodu, wykonywanie code review, tworzenie testów jednostkowych i integracyjnych
Udział we wdrożeniach
Nasza oferta jest dla Ciebie jeśli:
Posiadasz co najmniej 5 lat komercyjnego doświadczenia
Wykazujesz praktyczną znajomość Angular 12, Spring Boot, Java 17, GIT, Maven / Gradle, SQL, REST, SOAP
Znasz HTML, CSS, JavaScript, TypeScript
Masz doświadczenie z RabbitMQ lub Kafka
Znasz narzędzia do monitoringu aplikacji takie jak Grafana, Elasticsearch, Prometheus
Architektura mikroserwisowa nie jest Ci obca
Chcesz uczestniczyć w całym procesie wytwarzania oprogramowania (od analizy, przez development, aż do utrzymania / wsparcia swojej aplikacji)
Masz poczucie odpowiedzialności za swoje aplikacje / prace zespołu
Jesteś zorientowany/-a na pracę w zwinnym środowisku Scrum/Kanban
Jesteś samodzielny/-a, komunikatywny/-a, szybko adaptujesz się do nowych warunków i zmian technologicznych
Mile widziane:
Doświadczenie w pracy z Jira i Confluence
Doświadczenie w pracy z React
Chęć współpracy nad rozwojem wspólnych narzędzi wewnątrz organizacji (CI/CD, biblioteki)
Doświadczenie w pracy z narzędziami: Docker, OpenShift / Kubernetes, Gitlab, Artifactory, Helm, Gitops
Widzisz te benefity i się szeroko uśmiechasz:
Z nami będziesz pracował/a w trybie hybrydowym i w elastycznych godzinach pracy
Zależy Ci na kompleksowym wdrożeniu do pracy? Nasi inżynierowie otrzymują dedykowany onboarding jak poruszać się w obszarze Technologii Biznesowych w NN
Jak będzie wyglądała nasza współpraca? Stawiamy na technologie Open Source, będziemy współpracować w metodyce Agile i kulturze DevOps, wesprzemy Cię w rozwoju dzięki Technology Day 4 You oraz Hackathonach
Dla Ciebie obniżymy ceny produktów firmy Samsung
Trenujesz? Dbasz o siebie? to dobrze się składa możesz dołączyć do sekcji sportowej
Chcesz przyjeżdżać do biura na rowerze? Zapraszamy czeka na Ciebie świetnie przygotowana infrastruktura dla rowerzystów","Nationale-Nederlanden","https://justjoin.it/job-offer/nationale-nederlanden-senior-fullstack-developer-warszawa-java",0,0,,"Java;Angular;JavaScript;Spring Boot;RabbitMQ;Kafka;React;Docker","New"
"Senior Adobe AEM Developer","W Scalo zajmujemy się dostarczaniem projektów software'owych i wspieraniem naszych partnerów w rozwijaniu ich biznesu. Tworzymy oprogramowanie, które umożliwia ludziom dokonywanie zmian, działanie w szybszym tempie oraz osiąganie lepszych rezultatów. Jesteśmy firmą, która wykorzystuje szerokie spektrum usług IT, żeby pomagać klientom. Obszary naszego działania to m.in.: doradztwo technologiczne, tworzenie oprogramowania, systemy wbudowane, rozwiązania chmurowe, zarządzanie danymi, dedykowane zespoły developerskie. Cześć! U nas znajdziesz to, czego szukasz - przekonaj się! W Scalo czeka na Ciebie:
uczestnictwo w projekcie dot. branży automotive. Wykorzystywany stos technologiczny: Adobe Experience Manager (AEM), HTML, CSS, JavaScript, React, Angular, Docker, Adobe Clouds (Marketing Cloud, Experience Cloud),
tworzenie platformy dla dostawców, która umożliwi centralizację wymiany danych oraz współpracę w jednym systemie,
tworzenie i rozwijanie komponentów w Adobe AEM,
 integracja z innymi systemami,
 optymalizacja istniejących funkcji,
 współpraca z zespołem w procesie analizy i rozwiązywania problemów,
praca w modelu hybrydowym: 1 raz w miesiącu praca z biura we Wrocławiu,
stawka do 150 zł/h przy B2B w zależności od doświadczenia.
 Ta oferta jest dla Ciebie, jeśli:
masz minimum 5 lat doświadczenia w pracy z Adobe AEM,
znasz Adobe Clouds (Marketing Cloud, Experience Cloud),
pracujesz z JavaScript, CSS, HTML,
korzystasz z Dockera,
biegle komunikujesz się w języku angielskim (min. B2),
mile widziane doświadczenie z React lub Angular.
Co dla Ciebie mamy:
długofalową współpracę - różnorodne projekty (działamy w ramach Software Services, Embedded Services, Data Services, Cloud Services), 
możliwość rozwoju kompetencji we współpracy z naszym Center of Excellence, 
dostęp do technologicznej platformy e-learningowej - Udemy,    
kafeteryjny system benefitów – Motivizer, 
prywatną opiekę medyczną – Luxmed, 
możliwość wystąpień na naszych autorskich eventach IT- ProMEET. 
 Brzmi interesująco? Aplikuj – czekamy na Twoje CV!","SCALO","https://justjoin.it/job-offer/scalo-senior-adobe-aem-developer-wroclaw-other",20160,25200,PLN,"JavaScript","New"
"Full Stack Java/ React Developer","For a global shipping company, we are looking for:  Senior Full Stack Developer (Java + React)Workplace: 100% remoteResponsibilities:
Design and develop Web applications.
Develop from specifications supplied or create your own specifications based on requirements.
Reports progress on a regular basis to the Team Leader.
Responsible for planning daily schedules and efficient use of time to ensure deliverables are met.
Responsible for unit testing of own code to a level acceptable for Quality Assurance testing, where basic functions work per the requirements
Role requirements:
BSc in Software Engineering or BS degree in Computer Science.
5+ years of experience in the following technologies: Java, Spring (must have)
Experience with Functional Programming and Java Streams.
4+ years of experience in FE, mainly React (must have), and other modern java script Framework/libraries.
Experience with developing a reactive UI (Reactive JS).
2+ years of experience in TDD/BDD development in the following frameworks: Junit, Jasmin, Mockito, Protractor/Selenium
2+ years of experience in micro-services-based architecture and tools (Spring Boot/Cloud)
Experience in DevOps development and Jenkins.
Experience in development in Kotlin – an advantage.
Experience in designing, developing, and deploying cloud/hybrid-based solutions.
Experience in developing and deploying in Container based environments (Kubernetes, Cloud foundry).
Familiarity with the following design concepts: micro-services, service discovery, circuit breaker.
Self-starter with the ability to appropriately priorities and plan complex work in a rapidly changing environment.
Versatility and capability to switch easily between different tasks and technologies.
Experience in assessing a broad range of information solutions and products.
Strong critical thinker with problem solving aptitude.
Good English - verbal and written.","Integral Services","https://justjoin.it/job-offer/integral-services-senior-full-stack-java-developer-remote--warszawa-javascript",29524,42177,PLN,"Java;JavaScript;ReactJS;Spring Cloud;React;Spring;Spring Boot;Jenkins;Java Streams","New"
"Angular Developer","Join us and help develop a system with the data of millions of customersWarsaw-based opportunity with the possibility to hybrid work!As an Angular Developer, you will be working for our client, a leading provider of financial services, on a critical project to modernize their customer relationship management (CRM) systems. You will be responsible for developing and maintaining high-quality, user-friendly Angular applications that enhance customer experience and improve business efficiency.Your main responsibilities:
Develop and implement new features and functionalities within the Angular framework
Write clean, well-documented, and maintainable code
Collaborate with cross-functional teams (e.g., designers, product managers, QA) to ensure successful project delivery
Participate in code reviews and provide constructive feedback to other developers
Troubleshoot and resolve technical issues
Contribute to the continuous improvement of development processes and best practices
Maintain and update technical documentation
You're ideal for this role if you have:
Strong programming skills in TypeScript
In-depth knowledge of Angular 18+ framework, including components, services, modules, and routing
Knowledge of Bootstrap 5 framework.
Experience in building responsive and user-friendly web applications
Proficiency in HTML, CSS, and JavaScript
Experience with unit testing and test-driven development (TDD)
Excellent problem-solving and debugging skills
Experience working in Agile development environments (e.g., Scrum)
A passion for learning new technologies and staying updated with industry trends
We offer you:ITDS Business Consultants is involved in many various, innovative and professional IT projects for international companies in the financial industry in Europe. We offer an environment for professional, ambitious, and driven people. The offer includes:
Stable and long-term cooperation with very good conditions 
Enhance your skills and develop your expertise in the financial industry
Work on the most strategic projects available in the market
Define your career roadmap and develop yourself in the best and fastest possible way by delivering strategic projects for different clients of ITDS over several years
Participate in Social Events, training, and work in an international environment
Access to attractive Medical Package
Access to Multisport Program
Access to Pluralsight
Flexible hours & remote work
Internal job number #6346","ITDS","https://justjoin.it/job-offer/itds-angular-developer-warszawa-javascript",16800,21000,PLN,"TypeScript;Angular;JavaScript;Bootstrap;PHP;HTML;CSS","5d ago"
"Node.js Developer","📊 OverviewFounded in 2011, Cleeng is the Subscriber Retention Management® Company. Focusing on the Media & Entertainment industry, we help our clients create a long-lasting relationship with their subscribers by providing the best D2C operational tools as well as predictive analytics. Our solutions are used by many leading broadcasters worldwide including NFL, CBC, NHL, CHL, Big10Network, MXGP, Nordisk Film, Optus Sport & Sinclair Broadcasting. Cleeng’s fully SaaS solution is built for scalability, flexibility, robustness and innovation.Working at Cleeng is rewarding, fun and challenging. We thrive on innovation, are fast growing & generate a profitable business. Come join our team, make a real contribution, and help shape the future of video consumption.🚀 Your missionCleeng is seeking an experienced and highly skilled Node.js Developer to join our dynamic and innovative development team. As a Node.js Developer, you will be responsible for designing, developing, and maintaining scalable and high-performance applications using Node.js. You will collaborate with cross-functional teams to deliver cutting-edge solutions that meet business requirements.🛠️ Your responsibilities
Design, develop, and implement robust and efficient server-side applications using Node.js
Write reusable, testable, and efficient code for complex software components
Collaborate with product owners, designers, and other stakeholders to understand business requirements and translate them into technical specifications
Develop and maintain RESTful APIs for seamless integration with 3rd party integrations and front-end applications
Optimize application performance by conducting thorough code reviews, identifying bottlenecks, and implementing performance enhancements
Troubleshoot and resolve software defects and production issues in a timely manner
Conduct thorough testing to ensure the reliability and stability of the developed applications
Stay up to date with industry trends and best practices in Node.js development
Mentor and guide junior developers, providing technical leadership and promoting a collaborative work environment
Participate in Agile development processes, including sprint planning, daily stand-ups, and retrospective meetings
🌟 The ideal candidate will have the following Competencies
Bachelor's or Master's degree in Computer Science, Software Engineering, or a related field
Proven experience as a Node.js Developer, with at least 3 years of professional experience in designing and developing scalable web applications
Strong proficiency in Node.js and frameworks such as Serverless or nest.js
Proficiency in JavaScript, TypeScript, and related backend technologies
Experience with building and consuming RESTful APIs
Solid understanding of asynchronous programming and Event-Driven architectures
Familiarity with serverless architectures and cloud platforms such as AWS or Azure
Ability to work with high-level technical designs in order to precise details
Knowledge of containerization technologies like Docker and orchestration tools like Terraform
Experience with databases such as MongoDB, PostgreSQL, or MySQL, and proficiency in writing optimized SQL queries
Strong debugging, problem-solving, and analytical skills
Excellent collaboration and communication skills, with the ability to work effectively in a team environment
Demonstrated ability to work on multiple projects and deliver high-quality results within deadlines
A strong passion for technology and a desire to stay updated with the latest advancements
🤲 What we offer
Flexible working hours and form of employment;
Possibility to work 100% remotely;
100 % paid sick leave within the agreed limits;
Events, celebrations
Work with an international team of well - rounded experts in Amsterdam (HQ), Poznan, Manila, NYC. 16 nationalities and counting!
Work on unique, market-leading, SaaS products, with clients all over the world, from New Zealand, Japan, Europe, US, and Latam;
Work closely with people who value diversity, hard work, friendly relationships and love their jobs, and get all together to the next level!","Cleeng sp. z o.o.","https://justjoin.it/job-offer/cleeng-sp-z-o-o--node-js-developer-gdansk-javascript",11700,19000,PLN,"TypeScript;Node.js;Serverless;JavaScript;AWS;PostgreSQL;MySQL;MongoDB","New"
"Senior Node.js Developer","Hej! Jesteśmy Angry Nerds i zapraszamy Cię do naszego świata apek mobilnych i webowych!  O Angry Nerds słów kilka:  Software House | 9 lat na rynku | ok. 100 osób na pokładzie | 545 zrealizowanych projektów Obecnie poszukujemy osoby na stanowisko Senior Node.js Developera :)Opis projektu:Projekt dotyczy stworzenia platformy wspierającej sprzedaż samochodów oraz zarządzanie wynajmem długoterminowym dla klienta z Niemiec. Aplikacja tworzona będzie z wykorzystaniem technologii React i Node.js.Twój zakres obowiązków:
Tworzenie wysokiej jakości kodu oraz współpraca z doświadczonym zespołem projektowym,
Tworzenie nowych funkcjonalności zgodnie z wymaganiami,
Aktywna współpraca z klientem w celu doprecyzowania wymagań oraz rozwiązywania problemów technicznych.
Nasze oczekiwania:
Min. 5-letnie komercyjne doświadczenie, w tym min. 2 lata w roli seniora,
Zaawansowana znajomość TypeScript, Javascript, Node.js,
Dobra znajomość narzędzi i technologii chmurowych, takich jak AWS,
Doświadczenie z systemami zarządzania zadaniami (Jira, Azure DevOps) oraz narzędziami do pracy zespołowej (Slack, Confluence),
Umiejętność pracy w środowiskach Agile/Scrum,
Zaawansowana znajomość GIT,
Znajomość CI/CD,
Bardzo dobra znajomość języka angielskiego w mowie i piśmie, umożliwiająca swobodną współpracę z klientem.
Mile widziane:
Doświadczenie w projektach związanych z branżą sprzedaży lub wynajmu samochodów,
Znajomość React.
 Zapewnimy Tobie: 
Pracę w pełni zdalną,
Elastyczne godziny pracy, dobre dla rannych ptaszków i nocnych marków,
Służbowy sprzęt i budżet na akcesoria,
Roczny budżet szkoleniowy, 
Dofinansowanie do pakietu sportowego i opieki medycznej, 
Budżet integracyjny, 
Pracę w firmie o płaskiej strukturze w zgranym zespole Nerdów :)  
 Proces rekrutacji: 
Rozmowa z działem HR: ok. 40 min – chcemy poznać się lepiej!    
Weryfikacja techniczna w formie videocalla z naszymi specjalistami: ok. 1.5 h. 
Decyzja i feedback z przebiegu rekrutacji.","Angry Nerds","https://justjoin.it/job-offer/angry-nerds-senior-node-js-developer-warszawa-javascript",16800,20000,PLN,"Git;TypeScript;Node.js;JavaScript;CI/CD","New"
"Senior ReactJS Developer","At USEO, we work on start-ups from different parts of the world. We choose projects carefully because we want to do what we believe in. And when we believe, we build long lasting and friendly relationships with our clients. We are a team - we value openness, commitment, good working atmosphere and job satisfaction.Right now we are looking for developers who could join our team working on the largest platform in Switzerland supporting young students in their first career choices. Over the years we’ve built a fantastic relationship with that customer and we have a lot of fun working together.A few words about the projectyousty.ch is the largest platform in Switzerland which supports young people in their first career steps. It helps students to find their first apprenticeship as well as the profession which they will feel passionate about. We develop useful and up-to-date tools for apprenticeship seekers and apprenticeship companies.The whole tech stack: Ruby (backend), ReactJS (front-end), Kubernetes (Google Cloud), Event Sourcing, DDD.The TeamMost of the development team is located in Poland (12 people). 3 other developers from other countries. The whole business and product team is in Zürich, Switzerland. We plan to extend our dev team by another 1-2 people.You make us betterAs a passionate, ambitious person you complement our team. You work on exciting projects with your senior-level experience in ReactJS.But there is more... you:
Have excellent programming skills in Javascript based technologies,
Have solid know-how in ReactJS, Typescript, NextJS, HTML, CSS
Have solid experience working with JavaScript in a backend
Communicate smoothly in English (both written and spoken)
Have good code practices.
Deeply care about your work and see it as more than just code, you want to learn and improve every day.
Be inspired by what we offer
Work with experts who have more than 10 years of experience.
We follow modern agile principles with pair programming, extreme programming, code reviews, and continuous refactoring.
Our international and diverse team will look after you, value and recognize your work, and inspire you every day.
Be involved in every stage of the development process and make a real impact on the final product
Flexible work remotely and in our office in Wroclaw, Poland
Cheery atmosphere, a good team, great coffee, and regular get-togethers – hitting the party together for those who want!
if you live in another country, we can help you move to Poland

Look forward to exciting jobs
Build meaningful features and software with purpose and positive impact on the world
Be part of an outstanding team; let's build and run it together!
We use state of the art, modern tools, and processes with Git, DevOps, Docker/Kubernetes
Be early involved in our very own Product Design Process
Be happy and stay focused with our agile workflows and Scrum
We ...... are a bit crazy, but 150% focused at work. We work closely together, and you will be thoroughly trained by us. We are like a family with fantastic events and offices next to Zurich's central train station and in the pulsing center of Wroclaw, Poland. The Job demands a lot from you but brings unlimited opportunities and a feeling of making a difference. That's why we ♥️ Mondays! Still, reading? Go ahead and apply!","USEO Sp. z o.o.","https://justjoin.it/job-offer/useo-sp-z-o-o--senior-reactjs-developer-with-backend-experience--wroclaw-javascript-1de6e8af",19200,22400,PLN,"ReactJS;TypeScript;Next.js;CSS3;HTML5;Redux;JavaScript;Git;Cypress","New"
"Full-Stack Developer","Getint to rozwijająca się firma, w której pracuje 12 utalentowanych profesjonalistów, skupionych na tworzeniu zaawansowanych rozwiązań integracyjnych. Specjalizujemy się w budowaniu narzędzi, które płynnie łączą platformy, umożliwiając naszym klientom lepsze zarządzanie danymi i przepływami pracy. Jako niewielki, ale dynamiczny zespół, cenimy współpracę, innowacyjność i umiejętność szybkiego reagowania na wyzwania.Niedawno powiększyliśmy nasz zespół developerski i obecnie szukamy doświadczonego Full-Stack Developera na poziomie mid lub senior, albo Developera Java/React, który jest otwarty na rozwój w kierunku full-stack, aby dołączył do nas. Będziesz pracować nad naszym flagowym produktem – Getint – i mieć bezpośredni wpływ na jego sukces.O Getint:Getint (Atlassian Platinum Marketplace Partner) to dynamiczny startup rewolucjonizujący obszar synchronizacji danych (jedno z najszybciej rosnących rozwiązań w całym ecosystemie Atlassiana). Nasza platforma łączy różne aplikacje, takie jak Jira, ServiceNow, Azure DevOps i wiele innych, czyniąc nas doskonałą alternatywą dla takich narzędzi jak Zapier czy Unito. Nasze rozwiązanie o wysokiej dostępności jest bardzo poszukiwane na całym świecie, a nasza solidna baza klientów liczy ponad 5 000 firm, w tym prestiżowe marki takie jak Airbus, Deloitte, Starbucks, Lufthansa, Skoda i Apple. Naszym celem jest dostarczanie nowoczesnego oprogramowania, które usprawnia i upraszcza przepływ danych dla zespołów pracujących na różnych platformach.Kluczowe obowiązki:
Rozwój i utrzymanie kluczowych funkcji produktu Getint z wykorzystaniem Java (backend) i JavaScript/React (frontend).
Współpraca z zespołem wsparcia w celu rozwiązywania złożonych problemów technicznych.
Udział w projektowaniu produktu i dyskusjach nad roadmapą, oferując perspektywę techniczną.
Pisanie czystego, łatwego do utrzymania i dobrze udokumentowanego kodu zgodnie z branżowymi standardami.
Optymalizacja wydajności aplikacji i zapewnienie skalowalności, aby sprostać rosnącym potrzebom klientów.
Przeprowadzanie code review w razie potrzeby.
Wymagania:
Minimum 4-letnie doświadczenie w programowaniu full-stack lub specjalizacja w Java lub JavaScript/React z gotowością do pracy jako full-stack.
Dobra znajomość RESTful API, architektury mikroserwisów i relacyjnych baz danych.
Doświadczenie z systemami kontroli wersji (Git) i pipeline’ami CI/CD.
Doskonałe umiejętności rozwiązywania problemów i dbałość o szczegóły.
Silne umiejętności komunikacyjne i zdolność efektywnej współpracy z zespołami interdyscyplinarnymi.
Znajomość języka angielskiego pozwalająca na efektywną pracę w międzynarodowym zespole.
Gotowość do wspierania zespołu wsparcia w rozwiązywaniu problemów technicznych i zgłoszeń klientów.
Mile widziane:
Znajomość wzorców projektowych oprogramowania i ich zastosowania.
Doświadczenie z frameworkiem testowym Selenium.
Doświadczenie w pracy z platformami integracyjnymi lub API, takimi jak Jira, Power BI czy podobne.
Znajomość platform chmurowych (AWS, Azure lub Google Cloud).
Dlaczego warto do nas dołączyć?Będziesz częścią dynamicznego zespołu, który ceni innowacje i efektywność. Oferujemy konkurencyjne wynagrodzenie, elastyczne warunki pracy oraz możliwość podejmowania różnorodnych ról w zespole, w tym obowiązków DevOps.Proces aplikacji:
CV review
Interview
Task
Okres próbny
Zainteresowane osoby prosimy o przesłanie CV w języku angielskim, podkreślając istotne doświadczenie i umiejętności, na adres radek@getint.io. Czekamy na odkrycie, jak możesz przyczynić się do naszego zespołu!","Getint - Fastest growing Jira integration tool","https://justjoin.it/job-offer/getint---fastest-growing-jira-integration-tool-full-stack-developer-gdansk-java",13000,16000,PLN,"REST API;Java;JavaScript;DevOps","7d ago"
